Original Security Value,Orijinal Güvenlik Değeri,
Outdated,Güncel Değil,
Outstanding Principal,Ödenmemiş Anapara,
Outstanding Principal & Interest Accrued,Ödenmemiş Anapara ve Tahakkuk Eden Faiz,
Own Ratio,Kendi Oranı,
PAN,PAN,
Partial Payment Mechanism,Kısmi Ödeme Mekanizması,
Partial Settlement,Kısmi Uzlaşma,
Particulars,Ayrıntılar,
Partner Base Interest Rate,Ortak Baz Faiz Oranı,
Partner Code,Ortak Kodu,
Partner Collection Percentage,Ortak Tahsilat Yüzdesi,
Partner Interest Share,Ortak Faiz Payı,
Partner Loan Amount Percentage,Ortak Kredi Tutarı Yüzdesi,
Partner Loan Share Percentage,Ortak Kredi Pay Yüzdesi,
Partner Monthly Repayment Amount,Ortak Aylık Geri Ödeme Tutarı,
Partner Name,Ortak Adı,
Partner Percentage,Ortak Yüzdesi,
Partner Ratio,Ortak Oranı,
Partner Repayment Schedule Type,Ortak Geri Ödeme Planı Türü,
Partner Share,Ortak Payı,
Partner Share Allocated,Ayrılan Ortak Payı,
Payable Charges,Ödenecek Ücretler,
Payment Reference,Ödeme Referansı,
Payment References,Ödeme Referansları,
Penal Interest,Cezai Faiz,
Penal Interest Waiver,Cezai Faiz Feragati,
Penal Treatment,Cezai İşlem,
Penalty,Ceza,
Penalty Accrued Account,Tahakkuk Eden Ceza Hesabı,
Penalty Capitalization,Ceza Kapitalizasyonu,
Penalty Charges Accounts,Ceza Ücretleri Hesapları,
Penalty Charges Rate,Ceza Ücretleri Oranı,
Penalty Interest Rate (%),Ceza Faiz Oranı (%),
Penalty Interest Rate is levied on the pending amount on a daily basis in case of delayed repayment,"Gecikmiş geri ödeme durumunda, Ceza Faiz Oranı bekleyen tutar üzerinden günlük olarak uygulanır",
Penalty Overdue,Vadesi Geçmiş Ceza,
Penalty Receivable Account,Ceza Alacak Hesabı,
Penalty Suspense Account,Ceza Geçici Hesabı,
Penalty Waiver,Ceza Feragati,
Penalty Waiver Account,Ceza Feragat Hesabı,
Pending Charge Amount,Bekleyen Ücret Tutarı,
Pledge Requested,Rehin Talep Edildi,
Portal Logo,Portal Logosu,
POS reduction plus interest at partner ROI,POS azaltımı artı ortak ROI üzerinden faiz,
Post Restructure Charge (No Existing Demand),Yeniden Yapılandırma Sonrası Ücret (Mevcut Talep Yok),
Posting Date (End Date),Kayıt Tarihi (Bitiş Tarihi),
Pre Payment,Ön Ödeme,
Pre Payment Charges,Ön Ödeme Ücretleri,
Pre Restructure Details,Yeniden Yapılandırma Öncesi Detaylar,
Pre Restructure DPD,Yeniden Yapılandırma Öncesi DPD,
Pre-Qualification,Ön Yeterlilik,
Pre-Qualified,Ön Yeterli,
Prepayment Charges,Ön Ödeme Ücretleri,
Primary Applicant Address Details,Birincil Başvuru Sahibi Adres Detayları,
Primary Applicant Contact Info,Birincil Başvuru Sahibi İletişim Bilgisi,
Primary Applicant Details,Birincil Başvuru Sahibi Detayları,
Principal,Anapara,
Principal Adjusted,Düzeltilen Anapara,
Principal Adjustment,Anapara Düzeltmesi,
Principal Capitalization,Anapara Kapitalizasyonu,
Principal Outstanding,Ödenmemiş Anapara,
Principal Overdue,Vadesi Geçmiş Anapara,
Pro-rated calendar months,Orantılı takvim ayları,
Process Loan Classification,Kredi Sınıflandırma Süreci,
Process Loan Demand,Kredi Talebi Süreci,
Process Loan Restructure Limit,Kredi Yeniden Yapılandırma Limit Süreci,
Product Code,Ürün Kodu,
Product Name,Ürün Adı,
Proposed Tenure,Önerilen Vade,
Provision Rate,Karşılık Oranı,
Qualified,Yeterli,
Quantity,Miktar,
Rate Of Interest,Faiz Oranı,
Rate of Interest (%) Yearly,Faiz Oranı (%) Yıllık,
Ratio,Oran,
Reason For Freezing,Dondurma Nedeni,
Reason for Restructure,Yeniden Yapılandırma Nedeni,
Receivable Account,Alacak Hesabı,
Reference Date,Referans Tarihi,
Reference Number,Referans Numarası,
Refund,İade,
Refund Account,İade Hesabı,
Refund amount,İade Tutarı,
Refund Amount,İade Tutarı,
Refund Date,İade Tarihi,
Refund Details,İade Detayları,
Regular,Düzenli,
Release Requested,Serbest Bırakma Talep Edildi,
Release Time,Serbest Bırakma Zamanı,
Repayment,Geri Ödeme,
Repayment Date On,Geri Ödeme Tarihi,
Repayment Frequency,Geri Ödeme Sıklığı,
Repayment Period In Months,Ay Cinsinden Geri Ödeme Süresi,
Repayment Periods,Geri Ödeme Dönemleri,
Repayment Schedule Detail,Geri Ödeme Planı Detayı,
Repayment Schedule Type,Geri Ödeme Planı Türü,
Repayment Type,Geri Ödeme Türü,
Repossessed,Geri Alındı,
Repost Date,Yeniden Kayıt Tarihi,
Requested,Talep Edildi,
Rescheduled,Yeniden Planlandı,
Restructure Charge Amount (No Existing Demand),Yeniden Yapılandırma Ücret Tutarı (Mevcut Talep Yok),
Restructure Charges,Yeniden Yapılandırma Ücretleri,
Restructure Date,Yeniden Yapılandırma Tarihi,
Restructure Limit % (Overall),Yeniden Yapılandırma Limiti % (Genel),
Restructure of Loans applicable,Kredilerin Yeniden Yapılandırılması uygulanabilir,
Restructure Type,Yeniden Yapılandırma Türü,
Restructured,Yeniden Yapılandırıldı,
Run Basic Rules,Temel Kuralları Çalıştır,
Run Knockout Rules,Eleme Kurallarını Çalıştır,
Run Pre-Qualification Rules,Ön Yeterlilik Kurallarını Çalıştır,
Salaried,Maaşlı,
Same as regular interest accounts,Düzenli faiz hesapları ile aynı,
Scrubbing,Veri Temizleme,
Secured,Teminatlı,
Security Deposit Account,Güvenlik Depozitosu Hesabı,
Security Deposit Adjustment,Güvenlik Depozitosu Düzeltmesi,
Security Type,Güvenlik Türü,
Select whether the repayment date should be the end of the current month or start of the upcoming month,Geri ödeme tarihinin mevcut ayın sonu mu yoksa gelecek ayın başı mı olması gerektiğini seçin,
Self-employed,Serbest Meslek,
Semi-Secured,Yarı Teminatlı,
Servicer Fee,Hizmet Sağlayıcı Ücreti,
Settlement Date,Uzlaşma Tarihi,
Shareable Type,Paylaşılabilir Türü,
Shareables,Paylaşılabilirler,
Sharing Parameter,Paylaşım Parametresi,
Shortfall Percentage,Eksiklik Yüzdesi,
SMS OTP,SMS OTP,
Start of the next month,Sonraki ayın başı,
Subsidy Adjustment Account,Sübvansiyon Düzeltme Hesabı,
Subsidy Adjustments,Sübvansiyon Düzeltmeleri,
Suspense Account,Geçici Hesap,
Suspense Collection Account,Geçici Tahsilat Hesabı,
Suspense Interest Income,Geçici Faiz Geliri,
Tenure,Vade,
Tenure Post Restructure,Yeniden Yapılandırma Sonrası Vade,
Term Details,Vade Detayları,
The schedule type that will be used for generating the term loan schedules (will affect the payment date and monthly repayment amount),Vadeli kredi planlarını oluşturmak için kullanılacak plan türü (ödeme tarihini ve aylık geri ödeme tutarını etkileyecektir),
To Branch,Hedef Görev Bölümü,
Total Charges Paid,Toplam Ödenen Ücretler,
Total Charges Payable,Toplam Ödenecek Ücretler,
Total EMI Charges,Toplam EMI Ücretleri,
Total Installments Overdue,Vadesi Geçmiş Toplam Taksitler,
Total Installments Paid,Toplam Ödenen Taksitler,
Total Installments Raised,Toplam Oluşturulan Taksitler,
Total Interest Paid,Toplam Ödenen Faiz,
Total Overdue Amount,Toplam Vadesi Geçmiş Tutar,
Total Partner Interest Share,Toplam Ortak Faiz Payı,
Total Partner Principal Share,Toplam Ortak Anapara Payı,
Total Penalty Paid,Toplam Ödenen Ceza,
Traceback,Geri İzleme,
Tranche Number,Dilim Numarası,
Treatment of charge,Ücretin İşlenmesi,
Treatment Of Interest,Faizin İşlenmesi,
Treatment of Interest,Faizin İşlenmesi,
Type of FLDG Applicable,Uygulanabilir FLDG Türü,
Unaccrued Interest,Tahakkuk Etmemiş Faiz,
Unaccrued Interest Treatment,Tahakkuk Etmemiş Faiz İşlemi,
Unaccrued Interest Waiver,Tahakkuk Etmemiş Faiz Feragati,
Unbooked Interest Paid,Kaydedilmemiş Ödenen Faiz,
Unbooked Penalty Paid,Kaydedilmemiş Ödenen Ceza,
Unfreeze Date,Dondurma Kaldırma Tarihi,
Unique Customer,Benzersiz Müşteri,
Unmark NPA,NPA İşaretini Kaldır,
Unsecured,Teminatsız,
Upfront Deduction,Peşin Kesinti,
Utilized Limit,Kullanılan Limit,
Utilized Limit Amount,Kullanılan Limit Tutarı,
Utilized Security Value,Kullanılan Güvenlik Değeri,
Valid From,Geçerlilik Başlangıcı,
Valid Upto,Geçerlilik Bitişi,
Validate Normal Repayment,Normal Geri Ödemeyi Doğrula,
Value Change,Değer Değişikliği,
Value Date,Valör Tarihi,
Value Type,Değer Türü,
Waive Off Restructure Charges,Yeniden Yapılandırma Ücretlerinden Feragat Et,
Waived Amount,Feragat Edilen Tutar,
Waiver Account,Feragat Hesabı,
Waiving of Charges applicable,Ücretlerden Feragat uygulanabilir,
Watch Period End Date,İzleme Dönemi Bitiş Tarihi,
Watch Period Post Loan Restructure (In Days),Kredi Yeniden Yapılandırma Sonrası İzleme Dönemi (Gün),
Will do a deduplication check and auto create a customer when a lead is converted to applicaiton,Bir müşteri adayı başvuruya dönüştürüldüğünde tekilleştirme kontrolü yapar ve otomatik olarak bir müşteri oluşturur,
Withhold Security Deposit,Güvenlik Depozitosunu Alıkoy,
Write Off Account,Kapatma Hesabı,
Write Off Accounts,Kapatma Hesapları,
Write Off Amount,Kapatma Tutarı,
Write Off Details,Kapatma Detayları,
Write Off Recovery,Kapatma Tahsilatı,
Write Off Recovery Account,Kapatma Tahsilat Hesabı,
Write Off Settlement,Kapatma Uzlaşması,
Written Off,Kapatıldı,
Written Off Amount,Kapatılan Tutar,
ZIP Code,Posta Kodu,
Mise en route — Crédit (Lending),Başlarken — Kredi (Lending),
Du produit de prêt au remboursement,Kredi ürününden geri ödemeye,
Configuration terminée — vous êtes prêt !,Yapılandırma tamamlandı — hazırsınız!,
Vérifier les classifications (règlement 14-03),Sınıflandırmaları kontrol et (14-03 sayılı düzenleme),
"## Classifications Banque d'Algérie 14-03
4 classes : **Courantes → Problèmes Potentiels → Très Risquées → Compromises**, déjà configurées avec leurs plages par société.","## Cezayir Merkez Bankası 14-03 Sınıflandırmaları
4 sınıf: **Cari → Potansiyel Sorunlu → Yüksek Riskli → Batık**, şirket bazında aralıklarıyla birlikte önceden yapılandırılmıştır.",
Voir les classifications,Sınıflandırmaları görüntüle,
Décaisser le prêt,Krediyi kullandır,
"## Décaissement
Génère l'**échéancier de remboursement** et les **intérêts courus** à partir de la **date de décaissement**.","## Kullandırım
**Kullandırım tarihinden** itibaren **geri ödeme planını** ve **tahakkuk eden faizleri** oluşturur.",
Décaisser,Kullandır,
Créer une demande de prêt,Kredi talebi oluştur,
"## Demande de prêt
Demandeur, produit, montant. À **approuver** avant de créer le prêt.","## Kredi Talebi
Talep eden, ürün, tutar. Kredi oluşturulmadan önce **onaylanmalıdır**.",
Nouvelle demande,Yeni talep,
Créer le prêt,Krediyi oluştur,
"## Prêt
Créé depuis la demande approuvée. Vérifiez le **taux**, la **durée**, la **date de décaissement**.","## Kredi
Onaylanmış talepten oluşturulur. **Oranı**, **vadeyi** ve **kullandırım tarihini** kontrol edin.",
Configurer un produit de prêt,Kredi ürünü yapılandır,
"## Produit de prêt
Définissez **taux**, **durée**, et les **comptes** (décaissement, intérêts, à recevoir, pénalités, suspens). Comptes non typés *Receivable* pour l'écriture sans tiers.","## Kredi Ürünü
**Oranı**, **vadeyi** ve **hesapları** (kullandırım, faiz, alacak, ceza, askı) tanımlayın. Taraf içermeyen kayıt için hesaplar *Receivable* türünde olmamalıdır.",
Créer un produit de prêt,Kredi ürünü oluştur,
Enregistrer un remboursement,Geri ödeme kaydet,
"## Remboursement
Impute le paiement (principal, intérêts, pénalités) selon la séquence d'imputation.","## Geri Ödeme
Ödemeyi (anapara, faiz, ceza) mahsup sırasına göre dağıtır.",
