Post Restructure Charge (No Existing Demand),رسم ما بعد إعادة الهيكلة (لا توجد مطالبة قائمة),
Posting Date (End Date),تاريخ الترحيل (تاريخ الانتهاء),
Pre Payment,السداد المسبق,
Pre Payment Charges,رسوم السداد المسبق,
Pre Restructure Details,تفاصيل ما قبل إعادة الهيكلة,
Pre Restructure DPD,DPD ما قبل إعادة الهيكلة,
Pre-Qualification,التأهيل المسبق,
Pre-Qualified,مؤهّل مسبقاً,
Prepayment Charges,رسوم السداد المسبق,
Primary Applicant Address Details,تفاصيل عنوان مقدم الطلب الرئيسي,
Primary Applicant Contact Info,معلومات اتصال مقدم الطلب الرئيسي,
Primary Applicant Details,تفاصيل مقدم الطلب الرئيسي,
Principal,المبلغ الرئيسي,
Principal Adjusted,المبلغ الرئيسي المعدّل,
Principal Adjustment,تسوية المبلغ الرئيسي,
Principal Capitalization,رسملة المبلغ الرئيسي,
Principal Outstanding,المبلغ الرئيسي القائم,
Principal Overdue,المبلغ الرئيسي المتأخر,
Pro-rated calendar months,الأشهر الميلادية بالتناسب,
Process Loan Classification,معالجة تصنيف القرض,
Process Loan Demand,معالجة مطالبة القرض,
Process Loan Restructure Limit,معالجة حد إعادة هيكلة القرض,
Product Code,رمز المنتج,
Product Name,اسم المنتج,
Proposed Tenure,المدة المقترحة,
Provision Rate,معدل المخصص,
Qualified,مؤهّل,
Rate Of Interest,معدل الفائدة,
Ratio,النسبة,
Reason For Freezing,سبب التجميد,
Reason for Restructure,سبب إعادة الهيكلة,
Refund,استرداد,
Refund Account,حساب الاسترداد,
Refund amount,مبلغ الاسترداد,
Refund Amount,مبلغ الاسترداد,
Refund Date,تاريخ الاسترداد,
Refund Details,تفاصيل الاسترداد,
Release Requested,تم طلب الإفراج,
Release Time,وقت الإفراج,
Released,تم الإفراج,
Repayment,السداد,
Repayment Account,حساب السداد,
Repayment Date On,تاريخ السداد في,
Repayment Frequency,تكرار السداد,
Repayment Period In Months,فترة السداد بالأشهر,
Repayment Periods,فترات السداد,
Repayment Schedule Detail,تفاصيل جدول السداد,
Repayment Schedule Type,نوع جدول السداد,
Repayment Type,نوع السداد,
Repossessed,تم الاستحواذ عليه,
Repost Date,تاريخ إعادة الترحيل,
Rescheduled,تمت إعادة الجدولة,
Restructure Charge Amount (No Existing Demand),مبلغ رسم إعادة الهيكلة (لا توجد مطالبة قائمة),
Restructure Charges,رسوم إعادة الهيكلة,
Restructure Date,تاريخ إعادة الهيكلة,
Restructure Limit % (Overall),نسبة حد إعادة الهيكلة % (الإجمالي),
Restructure of Loans applicable,إعادة هيكلة القروض قابلة للتطبيق,
Restructure Type,نوع إعادة الهيكلة,
Restructured,تمت إعادة الهيكلة,
Run Basic Rules,تشغيل القواعد الأساسية,
Run Knockout Rules,تشغيل قواعد الاستبعاد,
Run Pre-Qualification Rules,تشغيل قواعد التأهيل المسبق,
Salaried,موظف براتب,
Same as regular interest accounts,نفس حسابات الفائدة المنتظمة,
Scrubbing,تنقية البيانات,
Secured,مضمون,
Security Deposit Account,حساب وديعة الضمان,
Security Deposit Adjustment,تسوية وديعة الضمان,
Security Type,نوع الضمان,
Select whether the repayment date should be the end of the current month or start of the upcoming month,حدّد ما إذا كان تاريخ السداد يجب أن يكون نهاية الشهر الحالي أم بداية الشهر القادم,
Self-employed,يعمل لحسابه الخاص,
Semi-Secured,شبه مضمون,
Servicer Fee,رسوم مقدّم الخدمة,
Settlement Date,تاريخ التسوية,
Shareable Type,نوع القابل للمشاركة,
Shareables,العناصر القابلة للمشاركة,
Sharing Parameter,معامل المشاركة,
Shortfall Percentage,نسبة العجز,
SMS OTP,رمز OTP عبر SMS,
Start of the next month,بداية الشهر القادم,
Subsidy Adjustment Account,حساب تسوية الدعم,
Subsidy Adjustments,تسويات الدعم,
Suspense Account,الحساب المعلّق,
Suspense Collection Account,حساب التحصيل المعلّق,
Suspense Interest Income,إيرادات الفائدة المعلّقة,
Tenure,المدة,
Tenure Post Restructure,المدة بعد إعادة الهيكلة,
The schedule type that will be used for generating the term loan schedules (will affect the payment date and monthly repayment amount),نوع الجدول الذي سيُستخدم لإنشاء جداول القرض لأجل (سيؤثر على تاريخ الدفع وقيمة السداد الشهري),
To Branch,إلى الفرع,
Total Charges Paid,إجمالي الرسوم المدفوعة,
Total Charges Payable,إجمالي الرسوم المستحقة الدفع,
Total EMI Charges,إجمالي رسوم EMI,
Total Installments Overdue,إجمالي الأقساط المتأخرة,
Total Installments Paid,إجمالي الأقساط المدفوعة,
Total Installments Raised,إجمالي الأقساط الصادرة,
Total Interest Paid,إجمالي الفائدة المدفوعة,
Total Overdue Amount,إجمالي المبلغ المتأخر,
Total Partner Interest Share,إجمالي حصة فائدة الشريك,
Total Partner Principal Share,إجمالي حصة المبلغ الرئيسي للشريك,
Total Penalty Paid,إجمالي العقوبة المدفوعة,
Tranche Number,رقم الشريحة,
Treatment of charge,معالجة الرسم,
Treatment Of Interest,معالجة الفائدة,
Treatment of Interest,معالجة الفائدة,
Type of FLDG Applicable,نوع FLDG المطبّق,
Unaccrued Interest,الفائدة غير المستحقة,
Unaccrued Interest Treatment,معالجة الفائدة غير المستحقة,
Unaccrued Interest Waiver,إعفاء الفائدة غير المستحقة,
Unbooked Interest Paid,الفائدة غير المقيّدة المدفوعة,
Unbooked Penalty Paid,العقوبة غير المقيّدة المدفوعة,
Unfreeze Date,تاريخ إلغاء التجميد,
Unique Customer,عميل فريد,
Unmark NPA,إلغاء علامة NPA,
Unsecured,غير مضمون,
Upfront Deduction,الخصم المُقدّم,
Utilized Limit,الحد المستخدم,
Utilized Limit Amount,مبلغ الحد المستخدم,
Utilized Security Value,قيمة الضمان المستخدمة,
Validate Normal Repayment,التحقق من السداد العادي,
Value Date,تاريخ القيمة,
Value Type,نوع القيمة,
Waive Off Restructure Charges,الإعفاء من رسوم إعادة الهيكلة,
Waived Amount,المبلغ المُعفى,
Waiver Account,حساب الإعفاء,
Waiving of Charges applicable,الإعفاء من الرسوم قابل للتطبيق,
Watch Period End Date,تاريخ انتهاء فترة المراقبة,
Watch Period Post Loan Restructure (In Days),فترة المراقبة بعد إعادة هيكلة القرض (بالأيام),
Will do a deduplication check and auto create a customer when a lead is converted to applicaiton,سيُجري فحص إزالة التكرار وينشئ عميلاً تلقائياً عند تحويل الزبون المحتمل إلى طلب,
Withhold Security Deposit,حجز وديعة الضمان,
Write Off Accounts,حسابات الشطب,
Write Off Details,تفاصيل الشطب,
Write Off Recovery,استرداد المبالغ المشطوبة,
Write Off Recovery Account,حساب استرداد المبالغ المشطوبة,
Write Off Settlement,تسوية الشطب,
Written Off,مشطوب,
Written Off Amount,المبلغ المشطوب,
